date,datetime,SPOSTMIN,SACTMIN
07/03/2018,2018-07-03 07:45:00,,41
07/03/2018,2018-07-03 07:58:00,,30
07/03/2018,2018-07-03 08:29:00,90,
07/03/2018,2018-07-03 08:37:00,90,
07/03/2018,2018-07-03 08:44:00,90,
07/03/2018,2018-07-03 08:51:00,90,
07/03/2018,2018-07-03 08:58:00,90,
07/03/2018,2018-07-03 09:02:00,90,
07/03/2018,2018-07-03 09:09:00,65,
07/03/2018,2018-07-03 09:16:00,65,
07/03/2018,2018-07-03 09:23:00,65,
07/03/2018,2018-07-03 09:26:00,90,
07/03/2018,2018-07-03 09:29:00,90,
07/03/2018,2018-07-03 09:37:00,90,
07/03/2018,2018-07-03 09:44:00,90,
07/03/2018,2018-07-03 09:50:00,90,
07/03/2018,2018-07-03 09:51:00,90,
07/03/2018,2018-07-03 09:58:00,90,
07/03/2018,2018-07-03 10:02:00,90,
07/03/2018,2018-07-03 10:04:00,90,
07/03/2018,2018-07-03 10:09:00,90,
07/03/2018,2018-07-03 10:16:00,90,
07/03/2018,2018-07-03 10:23:00,90,
07/03/2018,2018-07-03 10:29:00,90,
07/03/2018,2018-07-03 10:37:00,90,
07/03/2018,2018-07-03 10:44:00,95,
07/03/2018,2018-07-03 10:51:00,95,
07/03/2018,2018-07-03 10:58:00,110,
07/03/2018,2018-07-03 11:02:00,110,
07/03/2018,2018-07-03 11:09:00,110,
07/03/2018,2018-07-03 11:16:00,90,
07/03/2018,2018-07-03 09:55:00,,82
07/03/2018,2018-07-03 11:23:00,90,
07/03/2018,2018-07-03 11:23:00,90,
07/03/2018,2018-07-03 11:29:00,90,
07/03/2018,2018-07-03 11:37:00,90,
07/03/2018,2018-07-03 11:44:00,95,
07/03/2018,2018-07-03 11:51:00,105,
07/03/2018,2018-07-03 11:56:00,105,
07/03/2018,2018-07-03 11:58:00,105,
07/03/2018,2018-07-03 12:02:00,105,
07/03/2018,2018-07-03 12:09:00,105,
07/03/2018,2018-07-03 12:16:00,105,
07/03/2018,2018-07-03 12:23:00,105,
07/03/2018,2018-07-03 12:29:00,105,
07/03/2018,2018-07-03 12:37:00,105,
07/03/2018,2018-07-03 12:44:00,105,
07/03/2018,2018-07-03 12:47:00,105,
07/03/2018,2018-07-03 12:51:00,105,
07/03/2018,2018-07-03 12:58:00,105,
07/03/2018,2018-07-03 13:02:00,80,
07/03/2018,2018-07-03 13:09:00,80,
07/03/2018,2018-07-03 13:16:00,70,
07/03/2018,2018-07-03 13:23:00,70,
07/03/2018,2018-07-03 13:29:00,70,
07/03/2018,2018-07-03 13:37:00,70,
07/03/2018,2018-07-03 13:44:00,75,
07/03/2018,2018-07-03 13:51:00,75,
07/03/2018,2018-07-03 13:58:00,85,
07/03/2018,2018-07-03 14:02:00,85,
07/03/2018,2018-07-03 14:09:00,85,
07/03/2018,2018-07-03 14:09:00,75,
07/03/2018,2018-07-03 14:16:00,90,
07/03/2018,2018-07-03 14:23:00,90,
07/03/2018,2018-07-03 14:29:00,90,
07/03/2018,2018-07-03 14:37:00,90,
07/03/2018,2018-07-03 14:39:00,90,
07/03/2018,2018-07-03 14:44:00,90,
07/03/2018,2018-07-03 14:51:00,100,
07/03/2018,2018-07-03 14:58:00,-999,
07/03/2018,2018-07-03 15:02:00,-999,
07/03/2018,2018-07-03 15:09:00,-999,
07/03/2018,2018-07-03 15:16:00,-999,
07/03/2018,2018-07-03 15:23:00,-999,
07/03/2018,2018-07-03 15:29:00,-999,
07/03/2018,2018-07-03 15:37:00,-999,
07/03/2018,2018-07-03 15:44:00,-999,
07/03/2018,2018-07-03 15:51:00,115,
